device_ip,pin,timestamp
192.168.1.42,1689,2025-04-14T15:48:32+00:00
192.168.1.42,933,2025-04-14T16:00:02+00:00
192.168.1.42,173,2025-04-14T16:00:07+00:00
192.168.1.42,1188,2025-04-14T16:01:57+00:00
192.168.1.42,1155,2025-04-14T16:03:24+00:00
192.168.1.42,1086,2025-04-14T16:03:33+00:00
192.168.1.42,951,2025-04-14T16:18:49+00:00
192.168.1.42,1634,2025-04-14T16:25:55+00:00
192.168.1.42,1249,2025-04-14T16:29:26+00:00
192.168.1.42,1722,2025-04-14T16:56:09+00:00
192.168.1.42,244,2025-04-14T17:52:42+00:00
192.168.1.42,1106,2025-04-14T18:01:12+00:00
192.168.1.42,1616,2025-04-14T18:15:10+00:00
192.168.1.42,162,2025-04-14T19:15:03+00:00
192.168.1.42,528,2025-04-14T20:25:04+00:00
192.168.1.42,173,2025-04-15T07:07:24+00:00
192.168.1.42,1060,2025-04-15T07:07:30+00:00
192.168.1.42,1662,2025-04-15T07:07:47+00:00
192.168.1.42,1188,2025-04-15T07:26:39+00:00
192.168.1.42,1775,2025-04-15T07:26:43+00:00
192.168.1.42,933,2025-04-15T07:39:31+00:00
192.168.1.42,1155,2025-04-15T07:53:05+00:00
192.168.1.42,1086,2025-04-15T07:57:20+00:00
192.168.1.42,951,2025-04-15T08:08:50+00:00
192.168.1.42,106,2025-04-15T08:26:39+00:00
192.168.1.42,1689,2025-04-15T08:41:49+00:00
192.168.1.42,244,2025-04-15T09:12:39+00:00
192.168.1.42,1722,2025-04-15T09:14:32+00:00
192.168.1.42,1634,2025-04-15T09:16:06+00:00
192.168.1.42,1616,2025-04-15T09:35:32+00:00
192.168.1.42,162,2025-04-15T13:21:05+00:00
192.168.1.42,528,2025-04-15T14:05:09+00:00
192.168.1.42,1689,2025-04-15T15:49:48+00:00
192.168.1.42,1060,2025-04-15T16:03:43+00:00
192.168.1.42,1634,2025-04-15T16:06:34+00:00
192.168.1.42,1086,2025-04-15T16:07:06+00:00
192.168.1.42,173,2025-04-15T16:21:51+00:00
192.168.1.42,1188,2025-04-15T16:22:17+00:00
192.168.1.42,933,2025-04-15T16:22:28+00:00
192.168.1.42,1249,2025-04-15T16:23:44+00:00
192.168.1.42,244,2025-04-15T17:39:26+00:00
192.168.1.42,1616,2025-04-15T18:10:19+00:00
192.168.1.42,162,2025-04-15T19:56:05+00:00
192.168.1.42,1662,2025-04-16T07:29:47+00:00
192.168.1.42,1188,2025-04-16T07:34:11+00:00
192.168.1.42,1106,2025-04-16T07:39:10+00:00
192.168.1.42,933,2025-04-16T07:48:54+00:00
192.168.1.42,951,2025-04-16T08:08:20+00:00
192.168.1.42,1060,2025-04-16T08:08:30+00:00
192.168.1.42,173,2025-04-16T08:14:28+00:00
192.168.1.42,1634,2025-04-16T08:32:35+00:00
192.168.1.42,1616,2025-04-16T08:45:46+00:00
192.168.1.42,1689,2025-04-16T08:48:03+00:00
192.168.1.42,106,2025-04-16T09:08:00+00:00
192.168.1.42,244,2025-04-16T09:10:14+00:00
192.168.1.42,1722,2025-04-16T09:30:27+00:00
192.168.1.42,1602,2025-04-16T09:59:48+00:00
192.168.1.42,162,2025-04-16T12:57:13+00:00
192.168.1.42,1634,2025-04-16T16:00:04+00:00
192.168.1.42,1060,2025-04-16T16:00:58+00:00
192.168.1.42,173,2025-04-16T16:02:06+00:00
192.168.1.42,1188,2025-04-16T16:02:23+00:00
192.168.1.42,933,2025-04-16T16:02:26+00:00
192.168.1.42,1722,2025-04-16T16:30:14+00:00
192.168.1.42,1249,2025-04-16T16:32:06+00:00
192.168.1.42,951,2025-04-16T16:47:47+00:00
192.168.1.42,244,2025-04-16T17:10:32+00:00
192.168.1.42,1689,2025-04-16T17:42:11+00:00
192.168.1.42,1616,2025-04-16T17:57:04+00:00
192.168.1.42,162,2025-04-16T20:16:13+00:00
192.168.1.42,13,2025-04-17T06:44:17+00:00
192.168.1.42,1662,2025-04-17T07:30:18+00:00
192.168.1.42,1188,2025-04-17T07:30:42+00:00
192.168.1.42,933,2025-04-17T07:31:52+00:00
192.168.1.42,1086,2025-04-17T07:52:16+00:00
192.168.1.42,1060,2025-04-17T07:57:17+00:00
192.168.1.42,173,2025-04-17T07:58:58+00:00
192.168.1.42,951,2025-04-17T08:28:25+00:00
192.168.1.42,1689,2025-04-17T08:29:03+00:00
192.168.1.42,106,2025-04-17T08:36:04+00:00
192.168.1.42,244,2025-04-17T08:55:03+00:00
192.168.1.42,1634,2025-04-17T09:03:45+00:00
192.168.1.42,1722,2025-04-17T09:30:59+00:00
192.168.1.42,162,2025-04-17T12:21:24+00:00
192.168.1.42,1689,2025-04-17T15:55:27+00:00
192.168.1.42,173,2025-04-17T16:00:36+00:00
192.168.1.42,1634,2025-04-17T16:00:46+00:00
192.168.1.42,1086,2025-04-17T16:01:04+00:00
192.168.1.42,933,2025-04-17T16:01:14+00:00
192.168.1.42,1249,2025-04-17T16:02:37+00:00
192.168.1.42,1188,2025-04-17T16:03:32+00:00
192.168.1.42,244,2025-04-17T16:12:01+00:00
192.168.1.42,951,2025-04-17T16:21:57+00:00
192.168.1.42,244,2025-04-17T16:58:15+00:00
192.168.1.42,1616,2025-04-17T18:17:00+00:00
192.168.1.42,13,2025-04-21T06:50:14+00:00
192.168.1.42,933,2025-04-21T07:06:19+00:00
192.168.1.42,1662,2025-04-21T07:35:11+00:00
192.168.1.42,1086,2025-04-21T07:50:42+00:00
192.168.1.42,1188,2025-04-21T07:58:04+00:00
192.168.1.42,1155,2025-04-21T07:59:09+00:00
192.168.1.42,1060,2025-04-21T08:00:50+00:00
192.168.1.42,951,2025-04-21T08:10:55+00:00
192.168.1.42,173,2025-04-21T08:11:04+00:00
192.168.1.42,1689,2025-04-21T08:30:19+00:00
192.168.1.42,1106,2025-04-21T08:51:26+00:00
192.168.1.42,244,2025-04-21T09:11:03+00:00
192.168.1.42,1722,2025-04-21T09:13:04+00:00
192.168.1.42,162,2025-04-21T11:51:29+00:00
192.168.1.42,528,2025-04-21T13:29:36+00:00
192.168.1.42,1155,2025-04-21T16:00:32+00:00
192.168.1.42,1086,2025-04-21T16:00:44+00:00
192.168.1.42,173,2025-04-21T16:00:57+00:00
192.168.1.42,1060,2025-04-21T16:01:34+00:00
192.168.1.42,1188,2025-04-21T16:03:42+00:00
192.168.1.42,951,2025-04-21T16:24:43+00:00
192.168.1.42,1689,2025-04-21T16:36:54+00:00
192.168.1.42,1249,2025-04-21T16:54:59+00:00
192.168.1.42,1722,2025-04-21T17:00:41+00:00
192.168.1.42,1106,2025-04-21T17:06:45+00:00
192.168.1.42,244,2025-04-21T17:14:15+00:00
192.168.1.42,528,2025-04-21T18:01:19+00:00
192.168.1.42,1616,2025-04-21T18:23:14+00:00
192.168.1.42,162,2025-04-21T18:44:23+00:00
192.168.1.42,1775,2025-04-22T07:36:03+00:00
192.168.1.42,1662,2025-04-22T07:40:58+00:00
192.168.1.42,1086,2025-04-22T07:43:43+00:00
192.168.1.42,1188,2025-04-22T07:49:34+00:00
192.168.1.42,933,2025-04-22T08:03:46+00:00
192.168.1.42,1060,2025-04-22T08:06:59+00:00
192.168.1.42,173,2025-04-22T08:09:37+00:00
192.168.1.42,1155,2025-04-22T08:16:38+00:00
192.168.1.42,951,2025-04-22T08:25:32+00:00
192.168.1.42,1689,2025-04-22T08:35:01+00:00
192.168.1.42,1106,2025-04-22T08:45:16+00:00
192.168.1.42,1777,2025-04-22T08:55:55+00:00
192.168.1.42,1634,2025-04-22T09:05:26+00:00
192.168.1.42,244,2025-04-22T09:14:08+00:00
192.168.1.42,1616,2025-04-22T09:50:26+00:00
192.168.1.42,13,2025-04-22T12:20:14+00:00
192.168.1.42,162,2025-04-22T12:21:07+00:00
192.168.1.42,1634,2025-04-22T13:26:02+00:00
192.168.1.42,1689,2025-04-22T15:57:58+00:00
192.168.1.42,1060,2025-04-22T16:00:30+00:00
192.168.1.42,1155,2025-04-22T16:01:11+00:00
192.168.1.42,173,2025-04-22T16:01:16+00:00
192.168.1.42,1086,2025-04-22T16:01:20+00:00
192.168.1.42,1188,2025-04-22T16:04:04+00:00
192.168.1.42,933,2025-04-22T16:48:23+00:00
192.168.1.42,951,2025-04-22T16:50:57+00:00
192.168.1.42,1616,2025-04-22T18:13:23+00:00
192.168.1.42,528,2025-04-22T19:52:16+00:00
192.168.1.42,1106,2025-04-22T19:52:21+00:00
192.168.1.42,13,2025-04-22T22:34:20+00:00
192.168.1.42,1060,2025-04-23T07:04:49+00:00
192.168.1.42,1775,2025-04-23T07:23:49+00:00
192.168.1.42,1662,2025-04-23T07:28:00+00:00
192.168.1.42,1188,2025-04-23T07:42:12+00:00
192.168.1.42,933,2025-04-23T07:56:44+00:00
192.168.1.42,1777,2025-04-23T07:58:57+00:00
192.168.1.42,1155,2025-04-23T08:06:49+00:00
192.168.1.42,1086,2025-04-23T08:06:56+00:00
192.168.1.42,951,2025-04-23T08:15:51+00:00
192.168.1.42,1689,2025-04-23T08:19:42+00:00
192.168.1.42,244,2025-04-23T09:11:52+00:00
192.168.1.42,106,2025-04-23T09:29:26+00:00
192.168.1.42,1616,2025-04-23T09:47:38+00:00
192.168.1.42,162,2025-04-23T13:37:47+00:00
192.168.1.42,528,2025-04-23T13:46:03+00:00
192.168.1.42,173,2025-04-23T15:00:44+00:00
192.168.1.42,13,2025-04-23T15:02:27+00:00
192.168.1.42,1689,2025-04-23T15:41:34+00:00
192.168.1.42,1155,2025-04-23T16:01:05+00:00
192.168.1.42,1086,2025-04-23T16:01:10+00:00
192.168.1.42,1060,2025-04-23T16:01:33+00:00
192.168.1.42,1188,2025-04-23T16:01:59+00:00
192.168.1.42,951,2025-04-23T16:16:42+00:00
192.168.1.42,244,2025-04-23T17:03:57+00:00
192.168.1.42,1106,2025-04-23T17:45:36+00:00
192.168.1.42,1616,2025-04-23T18:34:38+00:00
192.168.1.42,528,2025-04-23T19:27:56+00:00
192.168.1.42,1271,2025-04-24T07:09:51+00:00
192.168.1.42,1060,2025-04-24T07:10:45+00:00
192.168.1.42,1775,2025-04-24T07:15:40+00:00
192.168.1.42,1662,2025-04-24T07:36:47+00:00
192.168.1.42,1777,2025-04-24T07:50:12+00:00
192.168.1.42,1188,2025-04-24T07:52:16+00:00
192.168.1.42,1519,2025-04-24T07:52:26+00:00
192.168.1.42,1188,2025-04-24T07:54:12+00:00
192.168.1.42,173,2025-04-24T07:57:49+00:00
192.168.1.42,933,2025-04-24T08:02:18+00:00
192.168.1.42,173,2025-04-24T08:03:06+00:00
192.168.1.42,1155,2025-04-24T08:03:26+00:00
192.168.1.42,1086,2025-04-24T08:03:38+00:00
192.168.1.42,951,2025-04-24T08:08:19+00:00
192.168.1.42,1616,2025-04-24T08:37:49+00:00
192.168.1.42,1689,2025-04-24T08:44:59+00:00
192.168.1.42,244,2025-04-24T09:09:25+00:00
192.168.1.42,1722,2025-04-24T09:42:57+00:00
192.168.1.42,162,2025-04-24T13:41:00+00:00
192.168.1.42,13,2025-04-24T14:38:11+00:00
192.168.1.42,1689,2025-04-24T15:41:07+00:00
192.168.1.42,1519,2025-04-24T15:57:58+00:00
192.168.1.42,1155,2025-04-24T16:00:41+00:00
192.168.1.42,1086,2025-04-24T16:00:57+00:00
192.168.1.42,933,2025-04-24T16:01:16+00:00
192.168.1.42,173,2025-04-24T16:01:22+00:00
192.168.1.42,1188,2025-04-24T16:02:07+00:00
192.168.1.42,1777,2025-04-24T16:08:48+00:00
192.168.1.42,951,2025-04-24T16:53:52+00:00
192.168.1.42,244,2025-04-24T17:07:46+00:00
192.168.1.42,1616,2025-04-24T17:23:55+00:00
192.168.1.42,1106,2025-04-24T19:23:49+00:00
192.168.1.42,528,2025-04-24T19:27:08+00:00
192.168.1.42,13,2025-04-24T23:08:22+00:00
192.168.1.42,1662,2025-04-25T07:10:20+00:00
192.168.1.42,933,2025-04-25T07:25:10+00:00
192.168.1.42,1775,2025-04-25T07:32:07+00:00
192.168.1.42,1188,2025-04-25T07:52:41+00:00
192.168.1.42,1777,2025-04-25T07:52:49+00:00
192.168.1.42,173,2025-04-25T07:57:13+00:00
192.168.1.42,951,2025-04-25T08:13:13+00:00
192.168.1.42,1155,2025-04-25T08:16:35+00:00
192.168.1.42,1086,2025-04-25T08:16:44+00:00
192.168.1.42,1689,2025-04-25T08:21:58+00:00
192.168.1.42,244,2025-04-25T09:07:31+00:00
192.168.1.42,1616,2025-04-25T09:19:46+00:00
192.168.1.42,1722,2025-04-25T09:51:46+00:00
192.168.1.42,173,2025-04-25T09:57:33+00:00
192.168.1.42,1106,2025-04-25T10:09:10+00:00
192.168.1.42,162,2025-04-25T13:29:57+00:00
192.168.1.42,528,2025-04-25T14:14:37+00:00
192.168.1.42,13,2025-04-25T14:55:36+00:00
192.168.1.42,1689,2025-04-25T15:43:10+00:00
192.168.1.42,1060,2025-04-25T16:00:03+00:00
192.168.1.42,1155,2025-04-25T16:00:16+00:00
192.168.1.42,1086,2025-04-25T16:00:20+00:00
192.168.1.42,933,2025-04-25T16:01:55+00:00
192.168.1.42,1188,2025-04-25T16:03:44+00:00
192.168.1.42,1777,2025-04-25T16:08:38+00:00
192.168.1.42,1249,2025-04-25T16:26:14+00:00
192.168.1.42,1722,2025-04-25T16:54:18+00:00
192.168.1.42,244,2025-04-25T17:00:15+00:00
192.168.1.42,173,2025-04-25T17:28:23+00:00
192.168.1.42,951,2025-04-25T17:40:41+00:00
192.168.1.42,1616,2025-04-25T18:09:12+00:00
192.168.1.42,1106,2025-04-25T18:52:11+00:00
192.168.1.42,528,2025-04-25T19:46:54+00:00
192.168.1.42,13,2025-04-26T06:57:48+00:00
192.168.1.42,1662,2025-04-26T07:35:17+00:00
192.168.1.42,1775,2025-04-26T07:49:53+00:00
192.168.1.42,1060,2025-04-26T08:04:57+00:00
192.168.1.42,1155,2025-04-26T08:11:25+00:00
192.168.1.42,1689,2025-04-26T09:04:42+00:00
192.168.1.42,1616,2025-04-26T09:14:09+00:00
192.168.1.42,1060,2025-04-26T14:49:58+00:00
192.168.1.42,1249,2025-04-26T14:58:57+00:00
192.168.1.42,244,2025-04-26T16:00:54+00:00
192.168.1.42,1689,2025-04-26T18:14:26+00:00
192.168.1.42,1616,2025-04-26T18:14:31+00:00
192.168.1.42,173,2025-04-28T07:38:01+00:00
192.168.1.42,1249,2025-04-28T07:38:13+00:00
192.168.1.42,1662,2025-04-28T07:42:04+00:00
192.168.1.42,1775,2025-04-28T07:45:46+00:00
192.168.1.42,1188,2025-04-28T07:51:58+00:00
192.168.1.42,933,2025-04-28T07:54:28+00:00
192.168.1.42,1155,2025-04-28T08:04:06+00:00
192.168.1.42,1086,2025-04-28T08:04:16+00:00
192.168.1.42,1777,2025-04-28T08:07:35+00:00
192.168.1.42,951,2025-04-28T08:21:42+00:00
192.168.1.42,1689,2025-04-28T08:41:40+00:00
192.168.1.42,244,2025-04-28T09:06:35+00:00
192.168.1.42,1106,2025-04-28T09:24:23+00:00
192.168.1.42,106,2025-04-28T09:25:33+00:00
192.168.1.42,1616,2025-04-28T09:29:09+00:00
192.168.1.42,1722,2025-04-28T09:31:54+00:00
192.168.1.42,528,2025-04-28T13:50:19+00:00
192.168.1.42,13,2025-04-28T15:33:10+00:00
192.168.1.42,162,2025-04-28T15:36:59+00:00
192.168.1.42,1060,2025-04-28T16:00:56+00:00
192.168.1.42,1155,2025-04-28T16:01:05+00:00
192.168.1.42,1249,2025-04-28T16:01:09+00:00
192.168.1.42,1086,2025-04-28T16:01:13+00:00
192.168.1.42,933,2025-04-28T16:06:15+00:00
192.168.1.42,173,2025-04-28T16:06:26+00:00
192.168.1.42,1188,2025-04-28T16:06:43+00:00
192.168.1.42,1689,2025-04-28T16:07:23+00:00
192.168.1.42,1777,2025-04-28T16:07:41+00:00
192.168.1.42,951,2025-04-28T16:12:42+00:00
192.168.1.42,1722,2025-04-28T16:59:38+00:00
192.168.1.42,244,2025-04-28T17:03:07+00:00
192.168.1.42,1616,2025-04-28T18:09:49+00:00
192.168.1.42,528,2025-04-28T20:25:05+00:00
192.168.1.42,162,2025-04-28T20:50:40+00:00
192.168.1.42,933,2025-04-29T07:20:40+00:00
192.168.1.42,173,2025-04-29T07:29:05+00:00
192.168.1.42,1662,2025-04-29T07:37:03+00:00
192.168.1.42,1775,2025-04-29T07:53:31+00:00
192.168.1.42,1188,2025-04-29T07:55:37+00:00
192.168.1.42,1155,2025-04-29T08:03:36+00:00
192.168.1.42,1086,2025-04-29T08:03:51+00:00
192.168.1.42,1777,2025-04-29T08:06:34+00:00
192.168.1.42,1060,2025-04-29T08:06:42+00:00
192.168.1.42,1689,2025-04-29T08:40:26+00:00
192.168.1.42,244,2025-04-29T09:04:00+00:00
192.168.1.42,1106,2025-04-29T09:20:25+00:00
192.168.1.42,1722,2025-04-29T09:26:54+00:00
192.168.1.42,106,2025-04-29T09:28:58+00:00
192.168.1.42,1616,2025-04-29T09:49:35+00:00
192.168.1.42,13,2025-04-29T12:14:39+00:00
192.168.1.42,162,2025-04-29T13:10:33+00:00
192.168.1.42,528,2025-04-29T13:45:54+00:00
192.168.1.42,1155,2025-04-29T16:00:13+00:00
192.168.1.42,1086,2025-04-29T16:00:17+00:00
192.168.1.42,1060,2025-04-29T16:00:46+00:00
192.168.1.42,173,2025-04-29T16:04:05+00:00
192.168.1.42,1188,2025-04-29T16:04:18+00:00
192.168.1.42,1777,2025-04-29T16:05:56+00:00
192.168.1.42,1249,2025-04-29T16:34:28+00:00
192.168.1.42,951,2025-04-29T16:40:24+00:00
192.168.1.42,933,2025-04-29T16:41:12+00:00
192.168.1.42,1722,2025-04-29T16:58:11+00:00
192.168.1.42,1689,2025-04-29T17:55:28+00:00
192.168.1.42,1106,2025-04-29T18:29:23+00:00
192.168.1.42,1616,2025-04-29T19:03:31+00:00
192.168.1.42,528,2025-04-29T19:14:59+00:00
192.168.1.42,1060,2025-04-30T07:02:36+00:00
192.168.1.42,1602,2025-04-30T07:05:34+00:00
192.168.1.42,1249,2025-04-30T07:06:18+00:00
192.168.1.42,1775,2025-04-30T07:11:39+00:00
192.168.1.42,933,2025-04-30T07:16:10+00:00
192.168.1.42,951,2025-04-30T07:54:00+00:00
192.168.1.42,1155,2025-04-30T08:04:29+00:00
192.168.1.42,1086,2025-04-30T08:04:34+00:00
192.168.1.42,1689,2025-04-30T08:49:34+00:00
192.168.1.42,106,2025-04-30T08:50:17+00:00
192.168.1.42,244,2025-04-30T09:20:17+00:00
192.168.1.42,1616,2025-04-30T09:27:16+00:00
192.168.1.42,1106,2025-04-30T09:37:10+00:00
192.168.1.42,1722,2025-04-30T10:34:20+00:00
192.168.1.42,13,2025-04-30T12:37:01+00:00
192.168.1.42,162,2025-04-30T13:43:29+00:00
192.168.1.42,528,2025-04-30T14:00:59+00:00
192.168.1.42,1689,2025-04-30T15:59:10+00:00
192.168.1.42,1155,2025-04-30T16:01:11+00:00
192.168.1.42,1086,2025-04-30T16:09:19+00:00
192.168.1.42,933,2025-04-30T16:25:08+00:00
192.168.1.42,173,2025-04-30T16:25:14+00:00
192.168.1.42,1249,2025-04-30T16:39:36+00:00
192.168.1.42,951,2025-04-30T16:52:37+00:00
192.168.1.42,1722,2025-04-30T17:04:39+00:00
192.168.1.42,244,2025-04-30T17:22:19+00:00
192.168.1.42,1616,2025-04-30T18:07:45+00:00
192.168.1.42,1106,2025-04-30T19:14:08+00:00
192.168.1.42,528,2025-04-30T19:48:24+00:00
192.168.1.42,1662,2025-05-02T07:38:21+00:00
192.168.1.42,933,2025-05-02T07:45:46+00:00
192.168.1.42,1775,2025-05-02T07:45:57+00:00
192.168.1.42,951,2025-05-02T07:52:21+00:00
192.168.1.42,173,2025-05-02T07:53:29+00:00
192.168.1.42,1777,2025-05-02T07:55:10+00:00
192.168.1.42,1060,2025-05-02T07:58:34+00:00
192.168.1.42,106,2025-05-02T08:08:59+00:00
192.168.1.42,1155,2025-05-02T08:14:30+00:00
192.168.1.42,1086,2025-05-02T08:14:39+00:00
192.168.1.42,1689,2025-05-02T08:44:06+00:00
192.168.1.42,244,2025-05-02T09:02:25+00:00
192.168.1.42,1616,2025-05-02T09:25:44+00:00
192.168.1.42,1106,2025-05-02T09:42:08+00:00
192.168.1.42,13,2025-05-02T12:48:29+00:00
192.168.1.42,162,2025-05-02T12:49:33+00:00
192.168.1.42,528,2025-05-02T13:18:51+00:00
192.168.1.42,1689,2025-05-02T15:44:24+00:00
192.168.1.42,1060,2025-05-02T16:00:33+00:00
192.168.1.42,1155,2025-05-02T16:00:45+00:00
192.168.1.42,933,2025-05-02T16:00:55+00:00
192.168.1.42,1086,2025-05-02T16:01:04+00:00
192.168.1.42,173,2025-05-02T16:01:33+00:00
192.168.1.42,1777,2025-05-02T16:12:36+00:00
192.168.1.42,951,2025-05-02T16:30:38+00:00
192.168.1.42,1249,2025-05-02T16:40:13+00:00
192.168.1.42,244,2025-05-02T17:16:59+00:00
192.168.1.42,1616,2025-05-02T18:12:58+00:00
192.168.1.42,1106,2025-05-02T19:47:04+00:00
192.168.1.42,528,2025-05-02T19:48:36+00:00
192.168.1.42,933,2025-05-03T07:06:29+00:00
192.168.1.42,1662,2025-05-03T07:40:27+00:00
192.168.1.42,1775,2025-05-03T07:51:17+00:00
192.168.1.42,1060,2025-05-03T07:58:22+00:00
192.168.1.42,1086,2025-05-03T08:11:32+00:00
192.168.1.42,1519,2025-05-03T08:36:53+00:00
192.168.1.42,1689,2025-05-03T09:05:54+00:00
192.168.1.42,1106,2025-05-03T09:12:24+00:00
192.168.1.42,1616,2025-05-03T09:37:12+00:00
192.168.1.42,1519,2025-05-03T14:02:32+00:00
192.168.1.42,1086,2025-05-03T14:04:57+00:00
192.168.1.42,1249,2025-05-03T14:20:45+00:00
192.168.1.42,13,2025-05-03T15:09:20+00:00
192.168.1.42,933,2025-05-03T15:34:56+00:00
192.168.1.42,1689,2025-05-03T16:02:42+00:00
192.168.1.42,1616,2025-05-03T17:06:51+00:00
192.168.1.42,1106,2025-05-03T19:27:18+00:00
192.168.1.42,528,2025-05-03T19:43:39+00:00
192.168.1.42,933,2025-05-05T07:39:14+00:00
192.168.1.42,1662,2025-05-05T07:39:21+00:00
192.168.1.42,1249,2025-05-05T07:39:28+00:00
192.168.1.42,1775,2025-05-05T07:39:40+00:00
192.168.1.42,1777,2025-05-05T07:48:28+00:00
192.168.1.42,106,2025-05-05T07:53:47+00:00
192.168.1.42,106,2025-05-05T07:54:47+00:00
192.168.1.42,173,2025-05-05T08:03:29+00:00
192.168.1.42,1086,2025-05-05T08:16:05+00:00
192.168.1.42,1722,2025-05-05T09:19:32+00:00
192.168.1.42,1616,2025-05-05T09:21:48+00:00
192.168.1.42,1689,2025-05-05T09:23:10+00:00
192.168.1.42,1060,2025-05-05T10:04:29+00:00
192.168.1.42,162,2025-05-05T13:38:08+00:00
192.168.1.42,528,2025-05-05T14:06:28+00:00
192.168.1.42,173,2025-05-05T16:03:08+00:00
192.168.1.42,1060,2025-05-05T16:03:44+00:00
192.168.1.42,933,2025-05-05T16:03:48+00:00
192.168.1.42,1777,2025-05-05T16:08:25+00:00
192.168.1.42,1689,2025-05-05T16:08:39+00:00
192.168.1.42,1086,2025-05-05T16:10:17+00:00
192.168.1.42,951,2025-05-05T16:18:25+00:00
192.168.1.42,1249,2025-05-05T16:24:59+00:00
192.168.1.42,244,2025-05-05T17:02:29+00:00
192.168.1.42,1616,2025-05-05T18:24:18+00:00
192.168.1.42,528,2025-05-05T18:51:10+00:00
192.168.1.42,1106,2025-05-05T18:57:29+00:00
192.168.1.42,162,2025-05-05T19:22:47+00:00
192.168.1.42,173,2025-05-06T07:26:45+00:00
192.168.1.42,1662,2025-05-06T07:37:49+00:00
192.168.1.42,1249,2025-05-06T07:48:00+00:00
192.168.1.42,1188,2025-05-06T07:51:48+00:00
192.168.1.42,1775,2025-05-06T07:57:09+00:00
192.168.1.42,1616,2025-05-06T07:58:20+00:00
192.168.1.42,1777,2025-05-06T08:03:46+00:00
192.168.1.42,1155,2025-05-06T08:04:27+00:00
192.168.1.42,1086,2025-05-06T08:04:36+00:00
192.168.1.42,1060,2025-05-06T08:06:16+00:00
192.168.1.42,933,2025-05-06T08:11:42+00:00
192.168.1.42,951,2025-05-06T08:11:51+00:00
192.168.1.42,1689,2025-05-06T08:54:04+00:00
192.168.1.42,244,2025-05-06T09:11:05+00:00
192.168.1.42,106,2025-05-06T09:26:03+00:00
192.168.1.42,1722,2025-05-06T09:51:24+00:00
192.168.1.42,1616,2025-05-06T12:16:09+00:00
192.168.1.42,1616,2025-05-06T12:16:11+00:00
192.168.1.42,528,2025-05-06T13:45:13+00:00
192.168.1.42,1106,2025-05-06T14:17:45+00:00
192.168.1.42,13,2025-05-06T14:33:30+00:00
192.168.1.42,1155,2025-05-06T16:01:14+00:00
192.168.1.42,1086,2025-05-06T16:01:22+00:00
192.168.1.42,173,2025-05-06T16:02:26+00:00
192.168.1.42,933,2025-05-06T16:02:34+00:00
192.168.1.42,1188,2025-05-06T16:02:51+00:00
192.168.1.42,1777,2025-05-06T16:05:41+00:00
192.168.1.42,1689,2025-05-06T16:19:55+00:00
192.168.1.42,1060,2025-05-06T16:19:59+00:00
192.168.1.42,951,2025-05-06T16:38:35+00:00
192.168.1.42,1249,2025-05-06T16:49:48+00:00
192.168.1.42,1722,2025-05-06T16:52:29+00:00
192.168.1.42,244,2025-05-06T17:00:19+00:00
192.168.1.42,1616,2025-05-06T17:31:46+00:00
192.168.1.42,1106,2025-05-06T18:50:25+00:00
192.168.1.42,528,2025-05-06T20:45:13+00:00
192.168.1.42,173,2025-05-07T07:03:12+00:00
192.168.1.42,1060,2025-05-07T07:05:26+00:00
192.168.1.42,1249,2025-05-07T07:12:49+00:00
192.168.1.42,1775,2025-05-07T07:29:40+00:00
192.168.1.42,933,2025-05-07T07:44:11+00:00
192.168.1.42,1777,2025-05-07T07:59:33+00:00
192.168.1.42,1155,2025-05-07T08:01:42+00:00
192.168.1.42,1086,2025-05-07T08:01:53+00:00
192.168.1.42,1188,2025-05-07T08:02:11+00:00
192.168.1.42,951,2025-05-07T08:16:23+00:00
192.168.1.42,106,2025-05-07T08:30:50+00:00
192.168.1.42,1689,2025-05-07T08:38:34+00:00
192.168.1.42,244,2025-05-07T09:06:14+00:00
192.168.1.42,1106,2025-05-07T09:43:06+00:00
192.168.1.42,13,2025-05-07T13:24:39+00:00
192.168.1.42,528,2025-05-07T13:50:15+00:00
192.168.1.42,173,2025-05-07T15:00:18+00:00
192.168.1.42,951,2025-05-07T15:09:41+00:00
192.168.1.42,1689,2025-05-07T15:32:34+00:00
192.168.1.42,1060,2025-05-07T16:00:48+00:00
192.168.1.42,1155,2025-05-07T16:01:32+00:00
192.168.1.42,1086,2025-05-07T16:01:37+00:00
192.168.1.42,1777,2025-05-07T16:02:13+00:00
192.168.1.42,1188,2025-05-07T16:04:33+00:00
192.168.1.42,933,2025-05-07T16:04:37+00:00
192.168.1.42,1249,2025-05-07T16:15:30+00:00
192.168.1.42,1722,2025-05-07T17:01:33+00:00
192.168.1.42,1616,2025-05-07T17:04:28+00:00
192.168.1.42,244,2025-05-07T17:23:18+00:00
192.168.1.42,1106,2025-05-07T18:15:21+00:00
192.168.1.42,528,2025-05-07T20:18:26+00:00
192.168.1.42,933,2025-05-08T07:02:38+00:00
192.168.1.42,1662,2025-05-08T07:34:55+00:00
192.168.1.42,1188,2025-05-08T07:49:57+00:00
192.168.1.42,1249,2025-05-08T07:50:44+00:00
192.168.1.42,1775,2025-05-08T07:54:50+00:00
192.168.1.42,1777,2025-05-08T08:09:40+00:00
192.168.1.42,1155,2025-05-08T08:11:29+00:00
192.168.1.42,1086,2025-05-08T08:11:39+00:00
